date,region,product,units_sold,unit_price
2023-06-12,East,Laptop,29,541.89
2023-06-08,South,Mouse,39,240.94
2024-01-29,East,Camera,15,32.12
2023-08-05,East,Mouse,38,19.53
2024-01-08,West,Laptop,40,721.0
2023-12-19,South,Headset,33,258.29
2024-01-19,West,Laptop,11,697.92
2024-05-08,South,Laptop,25,21.24
2023-03-08,East,Mouse,20,173.08
2023-06-03,East,Headset,8,523.5
2024-01-01,West,Laptop,37,731.03
2023-01-13,South,Camera,13,297.21
2023-02-03,West,Camera,7,762.1
2024-06-03,North,Monitor,36,769.71
2024-07-04,North,Keyboard,29,457.69
2023-09-11,South,Monitor,12,554.86
2024-10-28,South,Mouse,30,150.17
2024-09-15,East,Headset,18,82.17
2023-07-14,North,Mouse,34,249.18
2023-08-01,South,Mouse,38,611.73
2024-05-03,West,Keyboard,35,706.5
2023-02-22,East,Camera,5,165.18
2023-04-30,West,Keyboard,31,165.94
2024-01-18,,Keyboard,10,25.50
2024-07-09,South,Headset,32,246.97
2023-01-10,West,Keyboard,29,624.14
2023-07-19,West,Keyboard,17,606.1
2024-09-07,East,Laptop,12,269.63
2024-05-09,East,Camera,20,218.72
2024-06-28,South,Monitor,18,545.5
2024-05-30,East,Camera,29,98.06
2023-07-06,West,Keyboard,21,715.76
2024-06-05,West,Laptop,11,151.25
2024-03-18,East,Keyboard,29,280.52
2024-12-04,South,Mouse,7,612.65
2023-08-07,East,Headset,20,262.81
2024-06-27,West,Keyboard,20,742.77
2023-08-04,South,Monitor,11,161.6
2024-02-10,South,Mouse,40,533.45
2023-11-30,West,Camera,39,633.11
2023-10-03,South,Monitor,31,748.12
2023-11-07,East,Mouse,20,273.64
2023-12-29,East,Laptop,20,345.99
2024-02-07,West,Keyboard,26,53.69
2024-02-23,East,Camera,9,780.24
2023-10-08,North,Camera,13,174.8
2023-09-20,East,Monitor,2,264.26
2024-01-27,East,Headset,36,593.82
2024-01-18,North,Mouse,abc,15.00
2023-08-09,West,Monitor,7,68.8
2023-06-14,East,Camera,31,753.78
2024-08-30,West,Keyboard,25,553.36
2024-12-24,West,Mouse,18,789.67
2024-08-23,West,Keyboard,7,54.33
2023-12-17,East,Headset,24,356.12
2023-10-19,North,Laptop,9,705.87
2023-03-17,East,Camera,27,661.21
2023-06-04,East,Headset,13,453.85
2024-03-24,South,Monitor,37,441.8
2024-11-07,East,Headset,34,655.67
2024-12-07,North,Mouse,5,697.87
2024-12-17,East,Monitor,29,600.35
2023-08-08,South,Monitor,30,189.87
2024-01-06,East,Mouse,17,211.73
2023-01-24,South,Keyboard,27,347.59
2024-05-13,North,Headset,4,731.26
2024-06-08,East,Keyboard,37,355.39
2023-02-02,East,Headset,32,233.29
2023-12-08,North,Camera,5,456.59
2024-07-25,North,Headset,11,640.89
2023-03-31,West,Headset,13,604.01
2024-12-01,West,Monitor,30,366.52
2023-06-05,East,Keyboard,12,521.79
2024-01-19,South,,12,25.50
2023-12-14,West,Headset,28,712.62
2024-02-16,East,Keyboard,40,664.3
2023-01-20,North,Mouse,21,347.45
2023-09-23,South,Headset,21,430.57
2024-10-31,South,Headset,23,715.66
2024-08-13,South,Mouse,10,172.85
2023-07-05,North,Keyboard,35,485.52
2023-02-10,South,Headset,23,764.18
2023-12-02,East,Mouse,14,169.34
2023-06-17,West,Monitor,15,749.68
2023-08-11,East,Keyboard,9,703.33
2024-03-26,North,Laptop,2,360.72
2023-08-02,West,Keyboard,29,356.45
2023-07-23,South,Laptop,38,653.45
2023-04-06,South,Headset,38,582.37
2023-05-05,South,Mouse,8,753.15
2024-09-11,East,Camera,21,337.95
2023-08-04,North,Headset,24,387.6
2024-06-04,North,Laptop,2,15.73
2024-03-06,West,Keyboard,23,294.71
2023-11-14,North,Laptop,20,191.19
2024-12-19,North,Camera,25,701.99
2023-01-17,East,Camera,21,45.84
2023-09-12,South,Headset,1,111.08
2024-01-19,East,Monitor,-3,120.00
2023-06-09,South,Camera,31,612.21
2023-03-04,South,Camera,19,303.65
2024-02-29,South,Laptop,12,147.96
2024-06-15,South,Camera,12,298.4
2023-04-23,South,Keyboard,32,171.22
2024-02-18,East,Monitor,40,263.65
2023-01-27,East,Keyboard,31,37.04
2023-05-28,West,Keyboard,35,307.86
2024-09-04,South,Mouse,7,21.8
2023-08-17,North,Laptop,5,98.8
2024-05-02,West,Laptop,35,357.93
2024-09-09,North,Monitor,31,380.89
2023-09-21,South,Monitor,35,298.81
2024-09-20,North,Laptop,32,601.49
2024-08-07,South,Mouse,15,416.64
2023-05-27,South,Camera,6,597.12
2024-02-18,East,Headset,7,207.33
2023-09-14,South,Camera,20,269.61
2024-04-18,East,Mouse,21,343.4
2024-11-08,South,Headset,3,600.87
2024-01-30,North,Mouse,12,21.31
2024-10-11,North,Mouse,11,323.44
2023-01-12,West,Laptop,23,158.32
2024-08-14,West,Laptop,14,368.02
2024-01-20,West,Keyboard,10,
2023-09-27,West,Keyboard,18,527.81
2024-06-10,East,Monitor,12,211.67
2024-05-14,West,Camera,7,537.73
2023-12-17,East,Keyboard,24,346.95
2023-01-27,South,Keyboard,15,780.32
2023-04-24,North,Headset,19,109.78
2023-12-22,East,Laptop,28,447.11
2023-03-26,South,Laptop,33,163.95
2024-11-27,South,Keyboard,13,589.4
2023-12-29,South,Headset,34,424.79
2024-06-29,East,Headset,15,558.02
2024-06-27,South,Monitor,11,89.11
2023-06-19,South,Camera,10,437.25
2024-09-16,West,Mouse,18,48.64
2024-02-15,East,Laptop,34,777.89
2024-05-02,West,Monitor,9,580.02
2023-11-04,North,Keyboard,17,569.59
2024-11-15,East,Mouse,40,479.25
2023-03-10,North,Laptop,9,123.6
2023-06-14,South,Laptop,11,520.41
2024-02-05,South,Mouse,23,65.72
2023-10-10,South,Laptop,8,583.52
2024-08-22,South,Mouse,29,122.5
2023-10-10,East,Keyboard,8,421.29
hello,this,is,not,valid
2024-06-20,North,Camera,39,382.18
2024-11-07,West,Monitor,8,437.59
2024-09-16,West,Mouse,5,705.38
2023-12-16,East,Keyboard,25,672.0
2024-01-21,North,Keyboard,10
2023-09-19,North,Camera,30,346.47
2023-06-22,West,Monitor,15,423.04
2023-04-01,East,Mouse,32,671.0
2024-03-18,West,Keyboard,7,693.48
2023-10-14,East,Monitor,33,269.78
2024-11-13,East,Monitor,6,20.21
2024-12-31,West,Mouse,38,401.03
2024-08-28,West,Camera,18,92.13
2024-12-26,West,Headset,39,671.56
2024-01-20,West,Keyboard,39,95.16
2024-10-20,North,Headset,7,102.8
2023-09-02,East,Headset,39,343.25
2024-02-08,North,Monitor,29,683.26
2024-08-10,North,Laptop,28,538.56
2023-01-27,South,Headset,12,29.07
2023-12-03,North,Monitor,27,643.5
2024-04-12,East,Monitor,23,288.38
2023-09-12,East,Laptop,4,266.36
2024-12-16,East,Mouse,14,451.2
2024-07-14,East,Camera,26,605.12
2023-06-26,West,Keyboard,22,287.93
2024-07-05,South,Monitor,20,90.03
2023-04-03,West,Monitor,40,402.78
2023-07-10,West,Mouse,17,686.22
2024-05-12,East,Monitor,29,717.67
2023-06-13,South,Monitor,2,98.07
2024-08-18,East,Headset,36,244.0
2024-07-27,South,Laptop,40,559.55
2023-07-23,North,Keyboard,39,732.61
2024-11-10,West,Monitor,10,575.55
2024-06-29,East,Laptop,9,737.79
2023-04-17,East,Headset,37,776.89
2023-11-28,South,Laptop,3,204.26
2023-06-08,East,Keyboard,32,187.33
2024-12-12,South,Mouse,15,357.88
2023-08-10,South,Keyboard,19,202.51
2023-01-22,West,Laptop,27,449.49
2024-08-04,South,Laptop,12,679.84
2024-08-17,West,Camera,37,712.0
2024-02-01,East,Camera,24,644.71
2023-09-27,West,Monitor,24,721.04
2023-08-29,East,Headset,23,70.86
2024-12-10,South,Monitor,16,638.49
2024-08-15,South,Keyboard,33,569.6
2024-07-02,East,Keyboard,39,189.98
2023-12-23,South,Laptop,18,463.66
2023-02-24,West,Headset,29,402.74
2024-03-22,North,Mouse,2,452.37
2024-07-26,North,Monitor,31,695.39
2023-06-01,North,Camera,23,61.68
2023-10-10,East,Camera,2,573.75
2024-05-17,West,Camera,9,789.1
2023-08-09,West,Monitor,35,560.79
2023-11-08,East,Mouse,37,640.75
2024-06-04,West,Mouse,35,784.34
2024-08-23,East,Keyboard,40,51.85
2024-01-02,North,Keyboard,40,60.27
2024-02-28,South,Camera,13,206.55
2024-09-07,South,Mouse,2,523.03
2024-05-21,North,Monitor,6,84.39
2024-02-18,West,Laptop,25,560.17
2023-05-22,East,Mouse,7,255.84
2023-07-01,West,Monitor,32,81.68
2023-09-24,West,Mouse,15,287.45
2024-10-24,North,Monitor,29,603.93
2024-06-20,East,Keyboard,39,58.11
2024-07-24,North,Camera,24,85.44
2023-01-02,North,Keyboard,21,313.96
2023-01-29,East,Keyboard,12,158.9
2024-01-18,,Keyboard,10,25.50
2024-09-27,West,Mouse,35,182.52
2023-12-20,North,Camera,10,483.78
2024-08-10,South,Laptop,12,410.79
2024-03-31,North,Headset,3,748.88
2023-05-04,East,Monitor,7,285.75
2023-07-04,South,Keyboard,32,162.6
2023-06-08,East,Laptop,36,667.1
2024-04-03,North,Camera,36,61.72
2023-09-10,East,Mouse,16,768.71
2024-05-17,South,Laptop,3,293.07
2024-05-06,North,Headset,6,534.17
2023-11-25,West,Headset,13,233.22
2023-05-19,West,Mouse,19,755.96
2024-03-12,West,Laptop,25,75.09
2023-01-25,West,Keyboard,21,453.39
2024-09-16,West,Monitor,32,793.91
2023-10-22,North,Headset,3,158.58
2023-04-02,East,Headset,37,438.8
2024-10-18,East,Camera,4,432.09
2023-02-18,East,Laptop,13,287.89
2024-07-04,North,Camera,28,593.45
2024-06-20,South,Headset,24,548.1
2023-02-15,South,Keyboard,30,760.47
2023-08-15,East,Keyboard,14,401.27
2024-01-18,North,Mouse,abc,15.00
2024-08-07,North,Keyboard,25,172.76
2024-12-06,North,Monitor,1,724.47
2024-11-06,East,Mouse,25,662.99
2024-01-16,West,Keyboard,10,121.92
2023-09-10,East,Laptop,37,571.04
2024-10-03,East,Mouse,18,333.27
2023-01-11,West,Laptop,25,229.69
2023-07-14,West,Monitor,39,18.24
2024-12-10,West,Keyboard,29,111.82
2024-12-07,South,Keyboard,8,101.07
2024-05-15,North,Mouse,35,268.63
2023-09-20,West,Monitor,35,236.29
2024-08-06,East,Keyboard,8,321.98
2023-07-26,North,Headset,32,168.62
2024-06-14,North,Laptop,31,96.38
2023-08-23,North,Laptop,12,76.05
2024-12-11,North,Mouse,28,496.1
2024-03-24,South,Laptop,39,617.61
2024-11-09,South,Mouse,21,44.57
2023-01-15,South,Monitor,17,738.25
2023-12-25,West,Mouse,4,319.14
2023-06-06,East,Headset,5,187.94
2024-10-04,South,Monitor,29,29.99
2024-03-27,North,Mouse,39,427.56
2024-01-19,South,,12,25.50
2024-07-24,South,Mouse,36,771.7
2023-02-28,North,Camera,5,333.84
2024-07-01,North,Headset,11,582.02
2023-11-26,East,Keyboard,10,722.2
2024-12-01,South,Keyboard,25,12.7
2023-03-01,West,Headset,8,687.03
2024-10-05,North,Headset,35,68.4
2024-10-26,West,Headset,25,233.15
2024-09-22,West,Laptop,16,549.48
2024-09-19,East,Monitor,30,388.51
2023-06-06,West,Headset,24,186.83
2023-10-21,South,Laptop,17,706.73
2024-01-12,North,Laptop,20,123.75
2024-04-15,West,Camera,35,682.83
2024-02-16,South,Camera,23,174.4
2024-02-20,West,Laptop,30,589.42
2024-03-30,West,Laptop,24,276.86
2024-11-12,West,Mouse,34,172.67
2023-08-11,South,Headset,13,758.92
2024-11-06,East,Laptop,36,691.33
2024-02-23,East,Camera,20,178.68
2023-05-25,West,Keyboard,35,525.27
2023-11-04,West,Keyboard,13,181.57
2024-07-18,South,Camera,25,750.33
2024-01-19,East,Monitor,-3,120.00
2024-03-18,South,Laptop,2,558.24
2024-01-31,South,Monitor,37,617.7
2024-10-18,West,Headset,13,129.04
2023-11-21,West,Mouse,9,612.47
2024-05-13,East,Headset,40,429.16
2024-10-05,North,Camera,7,631.7
2023-03-29,North,Keyboard,4,271.89
2023-04-03,East,Monitor,13,597.43
2023-08-07,East,Keyboard,24,502.35
2023-11-20,West,Laptop,22,565.85
2023-10-24,East,Keyboard,36,136.25
2023-06-05,South,Laptop,8,430.52
2024-09-25,West,Mouse,36,446.33
2024-04-25,East,Camera,16,781.14
2024-11-10,South,Laptop,7,606.98
2023-05-19,West,Laptop,25,386.74
2023-01-21,East,Laptop,38,461.81
2024-04-03,North,Laptop,37,281.62
2023-12-14,North,Monitor,5,150.02
2024-10-01,East,Camera,26,734.24
2023-04-24,South,Camera,21,240.96
2023-03-27,East,Headset,32,22.6
2024-08-27,West,Mouse,24,682.49
2023-07-16,East,Headset,2,396.79
2024-01-20,West,Keyboard,10,
2023-06-20,North,Camera,16,563.41
2023-09-27,West,Laptop,22,41.96
2024-11-03,West,Camera,6,273.01
2023-02-02,South,Headset,1,590.37
2023-01-20,East,Laptop,13,724.58
2024-01-25,West,Keyboard,18,560.52
2023-12-10,East,Headset,28,331.68
2023-12-17,South,Monitor,17,446.38
2024-05-15,East,Monitor,6,731.55
2024-11-18,North,Camera,21,690.57
2023-04-27,North,Mouse,7,201.94
2023-07-01,East,Keyboard,10,461.81
2023-08-31,North,Keyboard,1,581.25
2023-12-16,North,Mouse,38,504.64
2024-04-16,East,Camera,7,493.93
2023-02-27,South,Mouse,6,156.6
2023-04-04,North,Laptop,15,176.07
2023-03-23,West,Monitor,34,162.18
2023-07-22,West,Headset,12,380.68
2024-11-23,North,Laptop,12,410.99
2023-03-23,South,Mouse,17,123.68
2024-07-09,South,Camera,8,565.27
2023-03-19,South,Mouse,21,607.47
2023-08-22,South,Laptop,38,244.41
hello,this,is,not,valid
2024-02-27,East,Mouse,28,208.25
2023-12-20,South,Headset,1,527.33
2024-11-30,East,Monitor,11,61.08
2023-03-06,West,Monitor,4,499.68
2024-01-21,North,Keyboard,10
2024-03-16,North,Camera,29,19.48
2024-11-21,North,Monitor,38,619.4
2024-01-06,North,Headset,17,584.45
2023-11-23,West,Monitor,31,302.65
2023-11-04,West,Monitor,35,799.29
2023-07-14,South,Headset,11,43.73
2023-12-28,West,Laptop,30,266.25
2024-02-17,West,Laptop,29,130.62
2024-01-30,West,Keyboard,9,632.73
2024-01-26,South,Laptop,24,21.02
2024-11-08,South,Mouse,38,757.37
2023-08-11,North,Keyboard,26,383.11
2023-10-05,East,Mouse,2,402.88
2023-06-12,East,Headset,18,189.91
2024-05-13,West,Laptop,28,758.39
2023-06-13,West,Camera,4,289.16
2023-04-19,North,Monitor,31,490.18
2023-05-25,South,Headset,32,644.86
2024-03-02,West,Keyboard,20,508.89
2023-12-13,East,Camera,40,348.91
2023-05-05,South,Headset,19,279.47
2024-01-18,South,Monitor,37,776.64
2023-03-06,North,Laptop,24,339.43
2023-08-03,East,Camera,15,729.02
2023-11-17,West,Monitor,36,279.2
2023-12-06,South,Mouse,21,627.46
2024-08-09,South,Camera,38,491.42
2023-09-13,West,Headset,31,713.54
2023-11-17,North,Laptop,10,502.65
2023-03-25,West,Laptop,39,721.34
2023-09-30,North,Laptop,25,624.17
2023-10-10,South,Monitor,4,384.26
2023-08-17,North,Monitor,23,661.62
2024-05-09,South,Monitor,21,392.91
2023-11-18,South,Camera,13,766.6
2024-09-03,North,Monitor,4,591.04
2023-07-19,East,Mouse,25,344.16
2023-01-12,East,Monitor,14,123.81
2023-01-26,North,Camera,27,72.18
2024-04-21,South,Laptop,25,448.66
2024-08-31,West,Monitor,7,750.15
2024-04-11,East,Mouse,39,368.13
2023-06-16,South,Monitor,2,107.89
2023-12-01,West,Monitor,10,259.06
2024-01-20,North,Camera,28,520.6
2024-02-10,South,Monitor,40,670.5
2023-02-05,East,Monitor,37,607.63
2023-02-10,North,Camera,9,402.37
2023-03-11,South,Mouse,7,423.0
2024-12-31,South,Keyboard,24,778.13
2023-12-13,North,Laptop,22,603.17
2024-05-19,West,Headset,4,424.5
2024-10-19,West,Camera,10,443.0
2023-04-02,South,Laptop,11,101.05
2023-09-25,South,Mouse,4,519.36
2024-07-25,North,Keyboard,15,388.17
2023-02-13,South,Mouse,10,763.99
2023-05-21,East,Monitor,25,607.21
2024-11-17,West,Keyboard,33,614.77
2024-05-19,North,Camera,27,444.52
2023-02-11,South,Headset,3,174.98
2024-08-19,West,Keyboard,23,564.44
2024-08-18,East,Headset,11,323.77
2023-06-05,North,Camera,40,232.32
2024-07-23,East,Headset,25,136.29
2023-07-26,East,Monitor,13,268.38
2023-09-24,West,Keyboard,19,366.8
2024-04-01,West,Mouse,12,99.03
2024-02-01,North,Camera,14,168.11
2024-01-18,,Keyboard,10,25.50
2024-08-06,East,Camera,14,710.46
2023-11-07,East,Laptop,4,521.79
2023-08-24,East,Mouse,33,28.81
2023-01-13,South,Mouse,22,173.02
2024-02-02,East,Laptop,26,485.43
2023-06-19,West,Laptop,36,481.42
2024-11-14,South,Keyboard,40,94.74
2023-01-01,North,Headset,4,687.16
2023-10-08,North,Monitor,29,311.32
2024-08-04,South,Keyboard,4,300.76
2024-10-23,South,Laptop,24,70.12
2024-03-03,North,Monitor,3,719.83
2023-11-06,South,Monitor,30,744.8
2023-07-29,North,Camera,2,705.43
2024-05-02,South,Keyboard,8,78.02
2023-08-29,West,Headset,36,225.78
2023-01-24,West,Keyboard,10,180.23
2024-02-12,West,Keyboard,3,402.96
2024-04-21,West,Mouse,1,465.64
2023-02-15,North,Monitor,19,577.91
2023-07-27,East,Keyboard,18,770.92
2023-07-12,South,Camera,29,650.18
2024-10-27,North,Headset,28,451.57
2024-12-20,West,Mouse,4,236.35
2024-01-18,North,Mouse,abc,15.00
2023-04-01,East,Laptop,31,440.23
2024-01-18,East,Camera,36,437.21
2023-11-25,East,Laptop,12,468.37
2024-01-17,West,Monitor,19,126.63
2024-11-19,West,Camera,35,332.18
2024-03-18,North,Headset,17,708.97
2023-12-07,East,Camera,30,366.11
2024-07-06,South,Keyboard,22,410.02
2024-10-02,South,Headset,22,436.77
2023-06-13,South,Mouse,26,74.58
2024-03-05,North,Headset,35,43.16
2023-04-17,North,Monitor,36,535.06
2023-06-18,South,Camera,22,396.45
2023-11-30,East,Headset,26,423.27
2024-02-07,South,Headset,23,602.36
2024-12-05,North,Mouse,30,133.0
2024-12-11,South,Camera,1,715.61
2024-05-31,North,Laptop,10,733.52
2024-12-12,East,Mouse,26,249.26
2023-08-03,North,Mouse,2,22.81
2023-10-30,North,Mouse,12,663.85
2024-11-27,North,Keyboard,17,367.55
2023-05-02,West,Monitor,26,18.35
2024-09-03,East,Monitor,25,306.18
2024-01-19,South,,12,25.50
2023-11-08,West,Headset,38,736.45
2024-10-12,North,Camera,32,781.84
2024-05-26,East,Monitor,2,212.07
2024-04-29,West,Headset,7,343.93
2024-08-24,East,Camera,32,795.76
2024-01-25,North,Laptop,6,385.15
2024-07-10,North,Keyboard,16,582.18
2024-10-08,North,Laptop,25,601.75
2023-09-05,West,Keyboard,21,254.75
2024-12-21,West,Mouse,40,334.38
2023-01-11,South,Headset,2,749.08
2024-03-31,North,Headset,12,375.91
2024-12-14,West,Headset,4,210.03
2023-05-01,West,Mouse,29,241.78
2023-06-16,North,Monitor,39,271.82
2023-04-23,South,Keyboard,13,390.9
2023-09-13,North,Laptop,12,620.25
2023-02-14,East,Mouse,15,278.66
2024-11-30,West,Mouse,29,648.65
2023-04-29,North,Mouse,9,114.28
2024-09-11,North,Laptop,32,299.67
2024-12-16,West,Keyboard,34,719.17
2024-01-13,North,Laptop,31,36.49
2024-03-22,West,Keyboard,5,78.92
2024-01-19,East,Monitor,-3,120.00
2024-11-11,East,Laptop,26,410.62
2023-09-07,South,Keyboard,2,137.98
2024-08-07,South,Camera,13,362.42
2024-07-13,East,Headset,17,387.52
2024-11-03,South,Headset,27,101.52
2023-02-10,South,Mouse,10,247.27
2024-12-19,West,Keyboard,24,57.4
2023-01-13,North,Headset,18,472.6
2023-01-10,East,Mouse,21,737.38
2024-05-06,South,Mouse,31,387.84
2023-08-08,North,Mouse,25,446.9
2024-10-04,North,Mouse,9,687.7
2023-05-29,North,Laptop,33,791.99
2023-03-16,South,Mouse,27,673.42
2024-01-06,South,Monitor,27,57.14
2024-03-18,North,Monitor,26,31.86
2024-11-18,East,Laptop,29,489.08
2023-08-19,South,Laptop,40,760.02
2024-06-05,West,Camera,11,200.66
2024-06-17,East,Laptop,5,351.87
2023-02-01,West,Keyboard,36,77.03
2023-05-30,North,Monitor,18,320.68
2024-04-20,East,Monitor,35,488.18
2023-11-12,West,Headset,32,315.01
2024-01-20,West,Keyboard,10,
2024-12-05,South,Laptop,22,81.88
2024-05-16,East,Headset,34,496.93
2023-03-06,East,Camera,18,747.99
2023-10-23,South,Monitor,21,726.7
2024-08-02,South,Monitor,20,161.56
2023-12-10,West,Monitor,17,482.23
2024-11-16,South,Headset,9,643.77
2024-12-05,East,Mouse,24,572.97
2024-07-20,East,Mouse,30,469.58
2023-06-27,North,Camera,19,514.49
2023-07-30,East,Mouse,32,306.25
2024-02-06,West,Camera,18,746.66
2024-04-15,East,Mouse,17,488.73
2023-09-16,North,Laptop,36,787.26
2023-01-04,North,Mouse,17,742.97
2024-04-10,East,Headset,37,342.19
2023-09-30,North,Laptop,32,480.26
2024-05-02,West,Laptop,21,104.36
2023-07-05,North,Monitor,4,42.42
2023-03-13,East,Keyboard,36,432.83
2023-05-11,North,Camera,28,171.87
2024-11-07,North,Keyboard,8,276.71
2024-10-01,East,Monitor,28,200.14
2023-08-14,East,Headset,23,674.21
hello,this,is,not,valid
2023-06-05,North,Headset,38,260.21
2023-08-14,South,Laptop,14,437.95
2023-01-18,South,Keyboard,37,594.96
2023-10-04,West,Keyboard,7,204.49
2024-01-21,North,Keyboard,10
2024-02-21,South,Mouse,30,491.59
2023-06-27,South,Monitor,7,12.5
2024-11-18,East,Laptop,38,690.11
2024-01-31,West,Mouse,15,89.29
2023-03-25,West,Camera,29,359.6
2024-01-29,West,Keyboard,35,614.39
2023-07-30,West,Laptop,34,280.41
2023-01-22,West,Headset,40,316.44
2024-03-28,South,Monitor,10,565.73
2024-09-07,West,Mouse,26,173.63
2023-11-18,East,Laptop,18,206.52
2023-10-25,South,Laptop,39,703.41
2023-01-25,South,Camera,5,367.27
2023-01-23,West,Headset,23,294.02
2023-01-21,West,Laptop,29,728.26
2023-04-02,West,Monitor,23,190.56
2024-01-11,East,Laptop,11,143.15
2024-08-22,South,Keyboard,25,298.01
2023-08-23,North,Camera,11,82.98
2024-12-13,North,Monitor,6,424.95
2023-09-19,West,Mouse,19,121.89
2024-03-22,East,Mouse,15,333.48
2023-06-20,North,Mouse,6,500.55
2024-08-09,South,Monitor,36,381.5
2024-03-09,South,Mouse,2,648.11
2023-07-20,North,Keyboard,7,222.54
2023-07-03,North,Laptop,36,611.08
2023-07-03,South,Headset,12,204.06
2023-01-09,East,Mouse,18,415.46
2023-01-22,North,Laptop,9,141.93
2024-04-25,South,Mouse,16,690.73
2024-01-12,East,Laptop,16,369.41
2024-12-28,North,Camera,16,138.05
2024-09-12,North,Keyboard,25,117.36
2023-10-22,West,Headset,32,545.25
2024-02-09,West,Headset,30,770.06
2024-06-16,East,Headset,37,577.5
2024-02-19,East,Headset,27,141.85
2024-05-26,South,Keyboard,14,68.0
2024-01-12,East,Keyboard,39,724.29
2024-01-27,West,Monitor,24,28.86
2024-05-13,South,Keyboard,14,354.07
2024-10-15,South,Laptop,38,634.51
2023-05-24,East,Laptop,16,122.43
2023-08-21,West,Monitor,32,325.4
2024-12-30,West,Monitor,14,376.01
2024-03-01,North,Mouse,10,718.66
2023-04-14,East,Monitor,4,286.94
2024-01-31,West,Keyboard,39,242.22
2024-06-08,West,Keyboard,31,63.53
2023-12-06,South,Monitor,33,141.1
2023-04-14,South,Camera,36,222.99
2023-01-26,South,Camera,34,303.3
2024-04-04,West,Monitor,40,373.63
2024-09-28,East,Monitor,24,50.22
2024-06-13,North,Laptop,32,352.39
2024-06-10,North,Camera,36,585.64
2024-08-02,North,Mouse,25,270.82
2024-03-26,East,Mouse,10,612.07
2023-07-21,North,Headset,25,227.85
2023-08-14,North,Keyboard,20,19.57
2023-05-17,South,Laptop,37,162.99
2023-06-05,West,Headset,37,211.57
2023-08-04,North,Keyboard,11,688.48
2023-09-29,West,Keyboard,15,379.96
2023-06-19,West,Keyboard,6,538.84
2023-12-17,East,Laptop,17,465.86
2024-07-15,East,Camera,21,426.1
2024-11-14,East,Headset,16,188.7
2024-01-18,,Keyboard,10,25.50
2023-01-23,West,Laptop,18,269.24
2024-06-05,East,Laptop,26,50.52
2024-08-28,East,Monitor,7,661.01
2024-07-22,South,Mouse,16,376.83
2023-06-06,North,Camera,35,409.62
2024-02-27,West,Laptop,37,271.66
2023-03-25,South,Mouse,40,390.13
2024-11-09,North,Monitor,4,354.14
2024-03-18,South,Laptop,31,782.9
2023-12-08,East,Keyboard,20,196.19
2024-05-18,West,Headset,14,330.2
2023-08-29,East,Mouse,40,645.58
2023-12-11,South,Headset,21,478.82
2023-03-26,North,Keyboard,6,638.99
2023-01-09,South,Headset,28,399.19
2023-04-05,South,Keyboard,1,382.25
2023-02-03,South,Monitor,24,546.2
2024-12-17,East,Camera,37,79.14
2023-06-19,East,Monitor,7,40.76
2024-08-19,North,Keyboard,40,10.17
2023-07-16,South,Laptop,32,94.96
2024-08-30,East,Headset,34,66.63
2024-09-19,East,Mouse,5,375.25
2023-09-24,South,Camera,33,85.93
2024-01-18,North,Mouse,abc,15.00
2024-09-13,South,Camera,19,35.31
2023-12-13,South,Camera,31,650.11
2024-01-03,East,Monitor,26,340.2
2023-08-29,East,Camera,21,176.33
2024-04-17,South,Camera,10,39.07
2023-03-02,North,Mouse,7,798.6
2023-05-10,South,Camera,5,233.16
2023-12-07,East,Headset,16,577.73
2024-03-21,West,Keyboard,36,586.21
2023-11-06,South,Laptop,3,297.73
2024-02-05,South,Monitor,5,48.64
2023-09-16,West,Mouse,32,376.17
2024-02-12,East,Laptop,9,654.47
2024-12-25,West,Camera,21,766.87
2024-08-03,South,Keyboard,11,763.89
2024-03-01,North,Laptop,22,127.05
2023-05-24,South,Headset,39,401.33
2023-10-12,South,Camera,12,340.12
2023-01-10,East,Camera,22,642.16
2024-01-17,East,Keyboard,7,391.41
2024-05-28,South,Mouse,10,272.69
2024-11-05,East,Headset,26,712.77
2024-08-27,South,Laptop,3,369.41
2024-08-28,East,Headset,30,45.17
2024-01-19,South,,12,25.50
2023-12-07,North,Laptop,38,505.36
2023-03-06,West,Laptop,30,732.14
2024-09-15,South,Monitor,38,186.09
2023-09-29,East,Camera,3,655.22
2024-11-15,East,Laptop,17,13.39
2023-08-23,North,Mouse,29,198.79
2023-01-03,West,Keyboard,5,643.89
2023-10-08,West,Keyboard,33,696.15
2024-10-17,East,Headset,4,402.34
2024-08-17,South,Headset,36,237.17
2023-04-29,South,Laptop,36,583.32
2023-07-01,South,Keyboard,28,72.94
2024-10-24,South,Laptop,2,88.57
2023-09-22,South,Camera,19,540.73
2024-03-01,South,Laptop,14,586.04
2024-01-06,North,Monitor,20,798.33
2024-12-09,North,Keyboard,10,699.84
2023-01-04,South,Keyboard,18,772.46
2023-04-27,West,Monitor,8,405.37
2024-07-01,West,Headset,8,390.18
2024-09-21,East,Keyboard,23,633.31
2023-12-28,South,Laptop,13,440.79
2023-09-14,North,Headset,6,793.78
2023-06-16,South,Monitor,11,422.45
2024-01-19,East,Monitor,-3,120.00
2024-12-07,South,Laptop,23,33.53
2024-02-03,West,Keyboard,33,622.93
2024-02-17,South,Mouse,13,500.65
2024-05-10,North,Camera,15,669.26
2024-05-21,West,Laptop,21,517.6
2023-07-23,North,Keyboard,29,158.58
2024-08-07,East,Keyboard,24,522.49
